,image_path,source,target,generated_linguistic_metaphor,entailing_literal,contradicting_metaphor,contradicting_literal,literal_description,objects,properties,relations,visual_elaboration
67,imgs/846_3.jpg,Batteries,People,"She's running on backup power, pushing through despite exhaustion.",She's continuing to work using her last reserves of energy despite being very tired.,"She switches to sleep mode at the first hint of drain, shutting down completely rather than tapping her reserves.",She immediately stops all activity at the first sign of fatigue.,Operating with minimal energy and exhausted resources.,"Person, Battery","Low energy, depleted, struggling",Person functioning like a dying battery,A tired woman with a battery icon at 5% glowing dimly through her chest.
68,imgs/249_0.jpg,Adversaries,Difficult Subjects,Each challenging formula is a skilled duelist demanding precise execution.,Each challenging formula requires careful attention and accurate problem-solving techniques to master successfully.,Each challenging formula is a compliant sparring partner who yields to sloppy footwork and accepts blunt approximations without resistance.,"Each challenging formula is simple and forgiving, requiring only casual effort and approximate solutions.",Mathematical formulas require careful and precise handling like a sword fight.,"Mathematical formula, Duelist","Challenging, skilled, precise",Formula confronts student like a duelist challenges opponent,A mathematical equation wielding a sword faces off against a student in a fencing stance with a pencil as their weapon.
69,imgs/514_1.jpg,Motion (location),Change,Her career took a sharp turn after the promotion.,Her career changed direction dramatically after receiving the promotion.,Her career remained parked in the exact same spot despite the promotion.,Her career remained exactly the same despite the promotion.,Sudden dramatic change in career direction.,"Career path, Road/Turn","Sharp, Sudden, Dramatic",Movement along a path that suddenly changes direction,A business woman walking on a winding road that splits into a sharp 90-degree turn with a promotion sign at the bend.
70,imgs/987_1.jpg,Warmth,Affection,She nurtured love like a greenhouse cultivates warmth.,She deliberately created and maintained an environment of affection.,"She left love in a drafty freezer, all insulation stripped away, watching the cold seep in through every crack.",She neglected emotional connections and let relationships grow cold.,Love requires careful attention and protection to grow.,"Woman, Greenhouse, Love","Nurturing, Warm, Protected",Woman actively caring for and protecting love like a plant in greenhouse,A woman tending to a glowing heart-shaped plant inside a crystal greenhouse filled with golden light.
71,imgs/287_0.jpg,Locations,Ideas,That insight is an oasis in a desert of confusion.,That understanding provides clarity amid much uncertainty.,That insight is a labyrinth within a maze of confusion.,That insight adds to the existing confusion and uncertainty.,A moment of clarity amid overwhelming uncertainty.,"Oasis, Desert","Refreshing, vast, barren, confusing",Oasis provides relief within the surrounding desert,"A bright, glowing lightbulb sprouting from a palm tree in a vast, swirling desert of question marks."
72,imgs/1622_0.jpg,Areas,Subjects,Mathematics is a mountainous region with multiple peaks to conquer.,Mathematics contains many challenging concepts that require progressive mastery.,"Mathematics is a salt flat stretching endlessly at the same elevation, with no peaks to climb or valleys to navigate.","Mathematics is a flat, uniform field with no varying levels of difficulty.",Mathematics is challenging with many difficult concepts to master.,"Mathematics, Mountains, Peaks","Challenging, Multiple levels, Conquerable","Learning as climbing, Achievement as reaching peaks",A student climbing a mountain range where each peak is labeled with mathematical symbols and formulas.
73,imgs/263_0.jpg,Guides,Beliefs,Beliefs are the trail markers on our spiritual journey.,Beliefs provide direction and guidance as we progress through our spiritual development.,Beliefs are misleading signposts that direct us into spiritual thickets and dead ends.,Beliefs obstruct and confuse our spiritual journey rather than providing any guidance.,Beliefs guide and direct our spiritual path through life.,"Trail markers, Spiritual path","Directional, Guiding, Sequential",Markers guide travelers along a path,A glowing path through misty woods with illuminated wooden markers showing different religious symbols.
74,imgs/605_1.jpg,Contact With The Ground,Emotional Stability,He maintains a steady grip on his emotions.,He consistently controls and manages his emotional state.,His emotions sweep his feet out from under him at every turn.,He has no control over his emotional reactions.,Control and restraint over feelings.,"Hands, emotions","Steady, firm, controlled",Physical grip representing emotional control,A person firmly gripping colorful floating bubbles labeled with different emotions.
75,imgs/547_2.jpg,Competition For Desired Objects,Competition,Success-hungry rivals are mice scrambling for the last piece of cheese.,Ambitious competitors are desperately fighting each other for limited opportunities for success.,"Success-oriented colleagues are diners at an endless feast, graciously passing overflowing platters to one another.",Success-oriented colleagues are calmly sharing abundant opportunities with one another.,Desperate competition for limited resources.,"Rivals as mice, success as cheese","Desperate, competitive, frantic",Multiple entities fighting over one desired object,Several frantic mice in business suits aggressively climbing over each other reaching for a golden piece of cheese.
76,imgs/178_1.jpg,Being In A Harmful Location,Harm,They're standing on the edge of a cliff.,They're in an extremely dangerous situation where harm is imminent.,"They're nestled in the heart of a padded valley, miles from any edge.",They're in a completely secure position far from any danger.,Being in a dangerous or precarious situation with risk of failure.,"Person, Cliff","Edge, Height, Danger","Standing precariously, Risk of falling",A person balancing on one foot at cliff's edge with crumbling rocks beneath them.
